lon,lat,PGA-0.0137,PGA-0.0098,PGA-0.0021,PGA-0.001,PGA-0.0003,PGA-0.0001,SA(0.3)-0.0137,SA(0.3)-0.0098,SA(0.3)-0.0021,SA(0.3)-0.001,SA(0.3)-0.0003,SA(0.3)-0.0001,SA(0.6)-0.0137,SA(0.6)-0.0098,SA(0.6)-0.0021,SA(0.6)-0.001,SA(0.6)-0.0003,SA(0.6)-0.0001,SA(1.0)-0.0137,SA(1.0)-0.0098,SA(1.0)-0.0021,SA(1.0)-0.001,SA(1.0)-0.0003,SA(1.0)-0.0001,SA(1.5)-0.0137,SA(1.5)-0.0098,SA(1.5)-0.0021,SA(1.5)-0.001,SA(1.5)-0.0003,SA(1.5)-0.0001
21.84405,41.32211,0.06,0.073,0.171,0.252,0.396,0.541,0.12,0.14,0.32,0.46,0.71,0.97,0.06,0.08,0.16,0.23,0.35,0.48,0.04,0.04,0.09,0.12,0.18,0.25,0.02,0.03,0.06,0.08,0.11,0.15
21.84405,41.27211,0.059,0.071,0.16,0.229,0.348,0.462,0.12,0.14,0.3,0.43,0.65,0.86,0.06,0.07,0.15,0.22,0.32,0.43,0.03,0.04,0.08,0.12,0.17,0.22,0.02,0.03,0.05,0.07,0.1,0.13
21.84405,41.22211,0.066,0.081,0.187,0.272,0.416,0.564,0.13,0.16,0.36,0.51,0.77,1.04,0.07,0.09,0.19,0.26,0.4,0.53,0.04,0.05,0.1,0.14,0.21,0.28,0.03,0.03,0.06,0.09,0.13,0.17
21.84405,41.17211,0.067,0.082,0.185,0.262,0.385,0.502,0.13,0.16,0.36,0.51,0.74,0.97,0.07,0.09,0.19,0.26,0.39,0.5,0.04,0.05,0.1,0.14,0.2,0.27,0.03,0.03,0.06,0.09,0.12,0.16
21.84405,41.12211,0.068,0.083,0.197,0.282,0.42,0.559,0.13,0.16,0.38,0.53,0.79,1.04,0.07,0.09,0.2,0.27,0.4,0.53,0.04,0.05,0.1,0.14,0.21,0.28,0.03,0.03,0.06,0.09,0.13,0.17
21.84405,41.07211,0.071,0.087,0.204,0.286,0.41,0.526,0.14,0.17,0.39,0.55,0.8,1.03,0.08,0.09,0.21,0.29,0.41,0.53,0.04,0.05,0.11,0.16,0.22,0.28,0.03,0.03,0.07,0.09,0.13,0.17
21.84405,41.02211,0.069,0.085,0.202,0.284,0.42,0.551,0.13,0.17,0.38,0.54,0.79,1.03,0.07,0.08,0.19,0.26,0.39,0.52,0.04,0.05,0.1,0.14,0.21,0.27,0.02,0.03,0.06,0.08,0.12,0.16
21.84405,40.97211,0.075,0.093,0.221,0.305,0.436,0.564,0.15,0.18,0.42,0.59,0.86,1.12,0.08,0.1,0.21,0.3,0.45,0.59,0.04,0.05,0.11,0.16,0.24,0.31,0.03,0.03,0.07,0.1,0.14,0.18
21.84405,40.92211,0.071,0.089,0.212,0.296,0.445,0.575,0.14,0.17,0.4,0.56,0.82,1.1,0.07,0.09,0.19,0.27,0.41,0.53,0.04,0.05,0.1,0.14,0.21,0.27,0.02,0.03,0.06,0.08,0.12,0.16
21.84405,40.87211,0.073,0.092,0.215,0.295,0.424,0.545,0.14,0.18,0.41,0.56,0.82,1.1,0.07,0.09,0.19,0.28,0.42,0.56,0.04,0.05,0.1,0.15,0.22,0.29,0.02,0.03,0.06,0.09,0.13,0.17
21.84405,40.82211,0.098,0.124,0.299,0.426,0.641,0.814,0.2,0.25,0.58,0.83,1.28,1.71,0.12,0.14,0.32,0.47,0.74,1.01,0.07,0.08,0.18,0.26,0.4,0.54,0.04,0.05,0.11,0.16,0.25,0.32
21.84405,40.77211,0.087,0.109,0.268,0.375,0.558,0.737,0.17,0.21,0.51,0.74,1.19,1.59,0.09,0.11,0.26,0.41,0.65,0.86,0.05,0.06,0.14,0.22,0.34,0.45,0.03,0.04,0.09,0.13,0.2,0.26
21.84405,40.72211,0.091,0.115,0.285,0.411,0.624,0.827,0.18,0.23,0.55,0.82,1.31,1.75,0.1,0.12,0.29,0.45,0.71,0.95,0.06,0.07,0.15,0.24,0.37,0.5,0.04,0.04,0.09,0.14,0.22,0.29
21.84405,40.67211,0.091,0.113,0.281,0.387,0.578,0.771,0.18,0.22,0.54,0.77,1.24,1.65,0.1,0.12,0.29,0.44,0.69,0.92,0.06,0.07,0.15,0.24,0.37,0.48,0.04,0.04,0.09,0.14,0.22,0.29
21.84405,40.62211,0.077,0.097,0.243,0.335,0.512,0.664,0.15,0.18,0.45,0.63,0.98,1.31,0.08,0.09,0.22,0.31,0.5,0.67,0.04,0.05,0.11,0.16,0.26,0.35,0.03,0.03,0.07,0.1,0.15,0.2
21.84405,40.57211,0.088,0.108,0.266,0.367,0.513,0.653,0.17,0.21,0.51,0.71,1.01,1.3,0.09,0.11,0.26,0.37,0.54,0.71,0.05,0.06,0.14,0.2,0.29,0.38,0.03,0.04,0.09,0.12,0.18,0.23
21.84405,40.52211,0.079,0.097,0.239,0.33,0.47,0.621,0.15,0.19,0.44,0.62,0.88,1.13,0.08,0.09,0.21,0.3,0.44,0.57,0.04,0.05,0.11,0.16,0.23,0.3,0.03,0.03,0.07,0.09,0.14,0.18
21.84405,40.47211,0.102,0.124,0.285,0.399,0.566,0.713,0.2,0.25,0.57,0.79,1.13,1.43,0.12,0.14,0.33,0.45,0.65,0.83,0.07,0.08,0.18,0.25,0.36,0.46,0.04,0.05,0.11,0.15,0.22,0.28
21.84405,40.42211,0.104,0.128,0.304,0.429,0.632,0.831,0.21,0.25,0.59,0.83,1.2,1.54,0.12,0.15,0.33,0.47,0.67,0.87,0.07,0.08,0.18,0.26,0.37,0.48,0.05,0.05,0.11,0.16,0.23,0.29
21.84405,40.37211,0.114,0.14,0.321,0.445,0.626,0.791,0.23,0.28,0.64,0.89,1.27,1.61,0.14,0.17,0.38,0.52,0.75,0.97,0.08,0.1,0.21,0.29,0.42,0.54,0.05,0.06,0.13,0.18,0.26,0.34
21.84405,40.32211,0.097,0.121,0.286,0.41,0.607,0.769,0.19,0.23,0.54,0.76,1.14,1.49,0.1,0.12,0.28,0.39,0.59,0.78,0.06,0.07,0.15,0.21,0.32,0.42,0.04,0.04,0.09,0.13,0.19,0.25
21.84405,40.27211,0.105,0.13,0.297,0.419,0.609,0.772,0.2,0.25,0.57,0.81,1.22,1.58,0.11,0.14,0.31,0.44,0.67,0.89,0.06,0.08,0.17,0.24,0.37,0.48,0.04,0.05,0.1,0.15,0.22,0.29
21.84405,40.22211,0.114,0.142,0.354,0.499,0.679,0.834,0.22,0.27,0.65,0.95,1.37,1.8,0.12,0.15,0.35,0.52,0.81,1.07,0.07,0.08,0.19,0.28,0.44,0.58,0.04,0.05,0.12,0.17,0.26,0.35
21.84405,40.17211,0.113,0.139,0.33,0.472,0.654,0.806,0.22,0.27,0.62,0.91,1.36,1.81,0.12,0.15,0.33,0.5,0.8,1.06,0.07,0.08,0.18,0.27,0.43,0.58,0.04,0.05,0.11,0.17,0.26,0.35
21.84405,40.12211,0.112,0.137,0.348,0.469,0.638,0.807,0.21,0.26,0.63,0.9,1.35,1.8,0.11,0.14,0.33,0.49,0.76,1.02,0.06,0.08,0.17,0.26,0.41,0.55,0.04,0.05,0.11,0.16,0.25,0.33
21.84405,40.07211,0.101,0.124,0.291,0.412,0.58,0.724,0.19,0.23,0.53,0.78,1.14,1.45,0.1,0.12,0.27,0.4,0.61,0.83,0.05,0.06,0.14,0.21,0.33,0.44,0.03,0.04,0.09,0.13,0.2,0.27
21.84405,40.02211,0.108,0.134,0.326,0.462,0.631,0.777,0.21,0.25,0.59,0.86,1.24,1.56,0.11,0.14,0.31,0.45,0.68,0.87,0.06,0.08,0.17,0.24,0.37,0.48,0.04,0.05,0.1,0.15,0.22,0.29
21.84405,39.97211,0.087,0.107,0.242,0.335,0.481,0.611,0.16,0.2,0.45,0.62,0.9,1.17,0.08,0.1,0.22,0.3,0.45,0.58,0.05,0.05,0.11,0.16,0.24,0.31,0.03,0.03,0.07,0.1,0.14,0.18
21.84405,39.92211,0.099,0.123,0.284,0.411,0.611,0.776,0.19,0.24,0.53,0.75,1.13,1.5,0.11,0.13,0.29,0.4,0.6,0.79,0.06,0.07,0.16,0.22,0.32,0.42,0.04,0.05,0.1,0.13,0.19,0.25
21.84405,39.87211,0.082,0.1,0.225,0.308,0.439,0.561,0.16,0.19,0.42,0.59,0.84,1.08,0.08,0.1,0.21,0.3,0.43,0.55,0.05,0.06,0.12,0.16,0.23,0.29,0.03,0.04,0.07,0.1,0.14,0.18
21.84405,39.82211,0.088,0.107,0.244,0.347,0.51,0.679,0.17,0.21,0.47,0.65,0.95,1.25,0.1,0.12,0.25,0.35,0.51,0.66,0.06,0.07,0.14,0.19,0.28,0.36,0.04,0.04,0.09,0.12,0.17,0.22
21.84405,39.77211,0.086,0.104,0.225,0.311,0.449,0.58,0.17,0.21,0.44,0.61,0.88,1.13,0.1,0.12,0.25,0.35,0.49,0.63,0.06,0.07,0.15,0.2,0.28,0.35,0.04,0.05,0.09,0.13,0.18,0.22
21.84405,39.72211,0.081,0.097,0.211,0.295,0.442,0.584,0.16,0.2,0.41,0.57,0.83,1.09,0.09,0.11,0.23,0.31,0.45,0.58,0.06,0.07,0.13,0.18,0.25,0.32,0.04,0.04,0.09,0.12,0.16,0.2
21.89405,41.62211,0.068,0.084,0.207,0.306,0.476,0.649,0.14,0.16,0.39,0.57,0.88,1.19,0.08,0.09,0.21,0.3,0.47,0.64,0.05,0.05,0.12,0.17,0.25,0.34,0.03,0.03,0.07,0.1,0.15,0.2
21.89405,41.57211,0.067,0.082,0.195,0.282,0.423,0.555,0.13,0.16,0.37,0.53,0.81,1.08,0.07,0.09,0.2,0.28,0.43,0.56,0.04,0.05,0.11,0.15,0.23,0.3,0.03,0.03,0.07,0.09,0.14,0.18
21.89405,41.52211,0.066,0.081,0.195,0.287,0.448,0.61,0.13,0.16,0.37,0.53,0.82,1.12,0.07,0.09,0.19,0.28,0.42,0.58,0.04,0.05,0.11,0.15,0.22,0.3,0.03,0.03,0.06,0.09,0.13,0.18
21.89405,41.47211,0.064,0.079,0.185,0.266,0.402,0.533,0.13,0.16,0.35,0.5,0.76,1.02,0.07,0.08,0.18,0.26,0.39,0.52,0.04,0.05,0.1,0.14,0.21,0.28,0.03,0.03,0.06,0.08,0.12,0.16
21.89405,41.42211,0.062,0.075,0.179,0.263,0.411,0.562,0.12,0.15,0.33,0.48,0.75,1.01,0.07,0.08,0.17,0.24,0.37,0.51,0.04,0.04,0.09,0.13,0.19,0.26,0.02,0.03,0.05,0.08,0.11,0.15
21.89405,41.37211,0.06,0.073,0.17,0.244,0.372,0.496,0.12,0.14,0.32,0.46,0.69,0.93,0.06,0.07,0.16,0.22,0.34,0.46,0.04,0.04,0.09,0.12,0.18,0.24,0.02,0.03,0.05,0.07,0.11,0.14
21.89405,41.32211,0.058,0.071,0.169,0.249,0.387,0.524,0.11,0.14,0.31,0.45,0.7,0.94,0.06,0.07,0.15,0.22,0.33,0.45,0.03,0.04,0.08,0.11,0.17,0.23,0.02,0.02,0.05,0.07,0.1,0.14
21.89405,41.27211,0.061,0.074,0.169,0.241,0.365,0.485,0.12,0.14,0.32,0.45,0.68,0.91,0.06,0.07,0.16,0.23,0.34,0.45,0.04,0.04,0.09,0.12,0.18,0.23,0.02,0.03,0.05,0.07,0.11,0.14
21.89405,41.22211,0.062,0.076,0.179,0.262,0.401,0.539,0.12,0.15,0.34,0.48,0.73,0.98,0.06,0.08,0.17,0.24,0.36,0.48,0.04,0.04,0.09,0.12,0.18,0.25,0.02,0.03,0.05,0.08,0.11,0.15
21.89405,41.17211,0.062,0.076,0.175,0.249,0.365,0.474,0.12,0.15,0.33,0.47,0.69,0.9,0.06,0.08,0.16,0.23,0.34,0.44,0.04,0.04,0.09,0.12,0.18,0.23,0.02,0.03,0.05,0.07,0.1,0.14
21.89405,41.12211,0.065,0.081,0.195,0.277,0.412,0.548,0.13,0.16,0.36,0.52,0.77,1.01,0.07,0.08,0.18,0.25,0.38,0.5,0.04,0.04,0.1,0.13,0.2,0.26,0.02,0.03,0.06,0.08,0.12,0.15
21.89405,41.07211,0.068,0.085,0.202,0.282,0.407,0.523,0.13,0.16,0.38,0.54,0.79,1.03,0.07,0.08,0.19,0.27,0.4,0.52,0.04,0.05,0.1,0.14,0.21,0.28,0.02,0.03,0.06,0.09,0.13,0.17
21.89405,41.02211,0.071,0.088,0.211,0.3,0.452,0.588,0.14,0.17,0.4,0.57,0.85,1.14,0.07,0.09,0.2,0.29,0.44,0.59,0.04,0.05,0.1,0.15,0.23,0.3,0.03,0.03,0.06,0.09,0.13,0.17
21.89405,40.97211,0.072,0.09,0.211,0.296,0.443,0.571,0.14,0.17,0.4,0.57,0.86,1.13,0.07,0.09,0.2,0.29,0.45,0.61,0.04,0.05,0.1,0.15,0.24,0.31,0.02,0.03,0.06,0.09,0.14,0.19
21.89405,40.92211,0.072,0.091,0.209,0.305,0.451,0.57,0.14,0.17,0.39,0.57,0.85,1.11,0.07,0.08,0.19,0.28,0.44,0.56,0.04,0.05,0.1,0.15,0.23,0.3,0.02,0.03,0.06,0.09,0.13,0.17
21.89405,40.87211,0.083,0.104,0.236,0.321,0.477,0.603,0.16,0.2,0.45,0.63,0.94,1.22,0.09,0.11,0.24,0.34,0.5,0.66,0.05,0.06,0.13,0.18,0.27,0.35,0.03,0.04,0.08,0.11,0.16,0.2
21.89405,40.82211,0.082,0.103,0.241,0.34,0.524,0.67,0.16,0.2,0.45,0.64,0.99,1.28,0.08,0.1,0.23,0.33,0.5,0.66,0.05,0.05,0.12,0.18,0.26,0.35,0.03,0.03,0.07,0.1,0.15,0.21
21.89405,40.77211,0.086,0.108,0.258,0.358,0.525,0.697,0.17,0.21,0.49,0.68,1.06,1.39,0.09,0.11,0.25,0.36,0.57,0.76,0.05,0.06,0.13,0.19,0.3,0.4,0.03,0.04,0.08,0.12,0.18,0.24
21.89405,40.72211,0.079,0.1,0.245,0.338,0.525,0.68,0.15,0.19,0.45,0.63,0.99,1.3,0.08,0.1,0.22,0.32,0.49,0.67,0.04,0.05,0.12,0.17,0.26,0.35,0.03,0.03,0.07,0.1,0.15,0.2
21.89405,40.67211,0.076,0.095,0.235,0.321,0.454,0.593,0.15,0.18,0.44,0.6,0.89,1.18,0.07,0.09,0.21,0.3,0.44,0.62,0.04,0.05,0.11,0.16,0.23,0.32,0.02,0.03,0.07,0.09,0.14,0.19
21.89405,40.62211,0.089,0.11,0.277,0.384,0.56,0.742,0.17,0.22,0.52,0.73,1.06,1.41,0.1,0.12,0.27,0.39,0.57,0.75,0.05,0.07,0.15,0.21,0.31,0.4,0.03,0.04,0.09,0.12,0.19,0.25
21.89405,40.57211,0.084,0.103,0.246,0.35,0.492,0.613,0.16,0.2,0.48,0.67,0.95,1.2,0.09,0.11,0.24,0.34,0.49,0.64,0.05,0.06,0.13,0.18,0.26,0.35,0.03,0.04,0.08,0.11,0.16,0.2
21.89405,40.52211,0.09,0.11,0.262,0.373,0.54,0.702,0.18,0.22,0.51,0.72,1.03,1.31,0.1,0.12,0.27,0.38,0.55,0.7,0.06,0.07,0.15,0.2,0.29,0.38,0.04,0.04,0.09,0.12,0.18,0.23
21.89405,40.47211,0.075,0.092,0.208,0.289,0.413,0.524,0.14,0.17,0.4,0.55,0.79,1.01,0.07,0.09,0.2,0.27,0.39,0.5,0.04,0.05,0.1,0.14,0.21,0.26,0.03,0.03,0.06,0.09,0.12,0.16
21.89405,40.42211,0.093,0.114,0.272,0.386,0.57,0.754,0.18,0.23,0.52,0.74,1.07,1.4,0.1,0.13,0.29,0.4,0.58,0.75,0.06,0.07,0.16,0.22,0.31,0.4,0.04,0.05,0.1,0.13,0.19,0.25
21.89405,40.37211,0.087,0.108,0.25,0.35,0.494,0.621,0.17,0.21,0.48,0.68,0.96,1.22,0.09,0.11,0.25,0.35,0.51,0.66,0.05,0.06,0.14,0.19,0.28,0.36,0.03,0.04,0.08,0.11,0.17,0.22
21.89405,40.32211,0.096,0.119,0.288,0.414,0.614,0.774,0.19,0.23,0.55,0.77,1.17,1.53,0.1,0.13,0.29,0.41,0.63,0.83,0.06,0.07,0.16,0.22,0.34,0.45,0.04,0.04,0.1,0.14,0.2,0.27
21.89405,40.27211,0.102,0.128,0.297,0.423,0.62,0.782,0.2,0.25,0.58,0.83,1.24,1.6,0.11,0.14,0.31,0.46,0.71,0.93,0.06,0.08,0.17,0.25,0.39,0.52,0.04,0.05,0.11,0.15,0.24,0.32
21.89405,40.22211,0.107,0.136,0.338,0.489,0.661,0.817,0.21,0.26,0.63,0.92,1.38,1.83,0.12,0.14,0.33,0.5,0.81,1.07,0.07,0.08,0.18,0.27,0.43,0.58,0.04,0.05,0.11,0.17,0.26,0.35
21.89405,40.17211,0.123,0.155,0.361,0.525,0.741,0.908,0.24,0.3,0.7,1.05,1.55,2.15,0.15,0.18,0.41,0.61,1,1.34,0.09,0.1,0.23,0.34,0.56,0.75,0.06,0.07,0.15,0.21,0.34,0.46
21.89405,40.12211,0.1,0.125,0.316,0.432,0.589,0.734,0.19,0.24,0.57,0.83,1.22,1.67,0.1,0.12,0.28,0.43,0.68,0.91,0.06,0.07,0.15,0.23,0.37,0.49,0.04,0.04,0.09,0.14,0.21,0.29
21.89405,40.07211,0.102,0.127,0.29,0.416,0.597,0.748,0.19,0.24,0.55,0.79,1.18,1.49,0.11,0.13,0.29,0.42,0.65,0.83,0.06,0.07,0.16,0.23,0.35,0.46,0.04,0.04,0.1,0.14,0.21,0.28
21.89405,40.02211,0.1,0.125,0.296,0.429,0.597,0.736,0.19,0.24,0.54,0.79,1.17,1.47,0.1,0.13,0.28,0.4,0.62,0.79,0.06,0.07,0.15,0.22,0.33,0.43,0.04,0.04,0.09,0.13,0.19,0.25
21.89405,39.97211,0.099,0.122,0.277,0.38,0.541,0.693,0.19,0.24,0.53,0.73,1.05,1.34,0.11,0.13,0.28,0.39,0.57,0.73,0.06,0.07,0.15,0.21,0.31,0.39,0.04,0.05,0.09,0.13,0.19,0.24
21.89405,39.92211,0.102,0.127,0.296,0.422,0.637,0.817,0.2,0.25,0.57,0.79,1.16,1.55,0.12,0.14,0.31,0.43,0.63,0.84,0.07,0.08,0.17,0.24,0.34,0.45,0.04,0.05,0.11,0.15,0.21,0.27
21.89405,39.87211,0.08,0.098,0.22,0.305,0.433,0.549,0.15,0.19,0.42,0.58,0.83,1.06,0.08,0.1,0.21,0.29,0.41,0.53,0.05,0.05,0.11,0.15,0.22,0.28,0.03,0.03,0.07,0.09,0.13,0.17
21.89405,39.82211,0.09,0.11,0.251,0.356,0.52,0.694,0.18,0.22,0.49,0.68,0.99,1.28,0.1,0.12,0.27,0.37,0.53,0.69,0.06,0.07,0.15,0.2,0.29,0.37,0.04,0.05,0.09,0.13,0.18,0.23
21.89405,39.77211,0.078,0.094,0.204,0.281,0.402,0.517,0.15,0.18,0.4,0.55,0.78,1,0.08,0.1,0.21,0.29,0.42,0.53,0.05,0.06,0.12,0.16,0.23,0.29,0.03,0.04,0.07,0.1,0.14,0.18
21.89405,39.72211,0.08,0.097,0.211,0.294,0.436,0.575,0.16,0.19,0.41,0.57,0.83,1.08,0.09,0.11,0.23,0.31,0.45,0.58,0.06,0.06,0.13,0.18,0.25,0.32,0.04,0.04,0.08,0.11,0.16,0.2
21.94405,41.62211,0.073,0.091,0.23,0.345,0.546,0.746,0.15,0.18,0.44,0.65,1,1.36,0.09,0.11,0.24,0.35,0.55,0.74,0.05,0.06,0.13,0.19,0.29,0.39,0.03,0.04,0.08,0.12,0.18,0.23
21.94405,41.57211,0.071,0.087,0.216,0.318,0.476,0.62,0.14,0.17,0.41,0.59,0.91,1.21,0.08,0.1,0.22,0.32,0.49,0.66,0.05,0.06,0.12,0.18,0.26,0.35,0.03,0.04,0.08,0.11,0.16,0.21
21.94405,41.52211,0.076,0.093,0.232,0.346,0.544,0.741,0.15,0.19,0.44,0.65,1.01,1.37,0.09,0.11,0.25,0.36,0.55,0.76,0.05,0.06,0.14,0.2,0.29,0.4,0.03,0.04,0.09,0.12,0.18,0.24
21.94405,41.47211,0.071,0.087,0.211,0.305,0.461,0.608,0.14,0.17,0.4,0.58,0.88,1.18,0.08,0.1,0.22,0.31,0.47,0.63,0.05,0.06,0.12,0.17,0.25,0.34,0.03,0.04,0.07,0.1,0.15,0.2
21.94405,41.42211,0.07,0.085,0.205,0.306,0.484,0.661,0.14,0.17,0.39,0.57,0.88,1.2,0.08,0.09,0.2,0.29,0.45,0.62,0.04,0.05,0.11,0.16,0.24,0.33,0.03,0.03,0.07,0.09,0.14,0.19
21.94405,41.37211,0.06,0.074,0.173,0.249,0.378,0.503,0.12,0.14,0.32,0.46,0.7,0.94,0.06,0.07,0.16,0.22,0.34,0.45,0.03,0.04,0.08,0.12,0.17,0.23,0.02,0.02,0.05,0.07,0.1,0.14
21.94405,41.32211,0.062,0.076,0.181,0.267,0.414,0.564,0.12,0.15,0.33,0.48,0.75,1,0.06,0.08,0.16,0.23,0.36,0.49,0.04,0.04,0.09,0.12,0.18,0.25,0.02,0.03,0.05,0.07,0.11,0.15
21.94405,41.27211,0.064,0.078,0.179,0.257,0.387,0.517,0.12,0.15,0.34,0.48,0.73,0.96,0.07,0.08,0.17,0.24,0.36,0.48,0.04,0.04,0.09,0.13,0.19,0.25,0.02,0.03,0.06,0.08,0.11,0.15
21.94405,41.22211,0.066,0.081,0.194,0.281,0.429,0.578,0.13,0.16,0.36,0.52,0.79,1.05,0.07,0.08,0.18,0.26,0.39,0.52,0.04,0.05,0.1,0.14,0.2,0.27,0.02,0.03,0.06,0.08,0.12,0.16
21.94405,41.17211,0.075,0.092,0.217,0.306,0.444,0.571,0.15,0.18,0.42,0.59,0.87,1.13,0.08,0.1,0.23,0.32,0.46,0.61,0.05,0.06,0.12,0.17,0.25,0.33,0.03,0.04,0.08,0.1,0.15,0.2
21.94405,41.12211,0.068,0.085,0.203,0.29,0.44,0.575,0.13,0.16,0.38,0.55,0.82,1.09,0.07,0.08,0.19,0.27,0.41,0.55,0.04,0.05,0.1,0.14,0.21,0.28,0.02,0.03,0.06,0.09,0.13,0.17
21.94405,41.07211,0.072,0.09,0.213,0.298,0.446,0.573,0.14,0.17,0.4,0.58,0.87,1.15,0.07,0.09,0.21,0.3,0.45,0.61,0.04,0.05,0.11,0.16,0.24,0.32,0.03,0.03,0.07,0.09,0.14,0.19
21.94405,41.02211,0.07,0.087,0.207,0.307,0.448,0.583,0.13,0.17,0.39,0.57,0.9,1.22,0.07,0.08,0.19,0.28,0.46,0.6,0.04,0.04,0.1,0.15,0.24,0.31,0.02,0.03,0.06,0.09,0.14,0.18
21.94405,40.97211,0.077,0.096,0.221,0.326,0.476,0.657,0.15,0.18,0.42,0.63,1.03,1.37,0.08,0.09,0.22,0.33,0.52,0.7,0.04,0.05,0.12,0.17,0.27,0.36,0.03,0.03,0.07,0.1,0.16,0.21
21.94405,40.92211,0.078,0.096,0.223,0.331,0.47,0.618,0.15,0.18,0.42,0.61,0.95,1.28,0.08,0.09,0.21,0.31,0.48,0.65,0.04,0.05,0.11,0.16,0.25,0.34,0.03,0.03,0.07,0.1,0.15,0.2
21.94405,40.87211,0.084,0.103,0.229,0.322,0.469,0.588,0.16,0.2,0.44,0.62,0.92,1.18,0.08,0.1,0.23,0.33,0.49,0.64,0.05,0.06,0.12,0.18,0.26,0.34,0.03,0.03,0.07,0.1,0.15,0.2
21.94405,40.82211,0.085,0.108,0.239,0.351,0.513,0.641,0.16,0.2,0.46,0.65,0.97,1.25,0.09,0.1,0.23,0.33,0.5,0.66,0.05,0.06,0.13,0.18,0.26,0.34,0.03,0.04,0.08,0.1,0.15,0.2
21.94405,40.77211,0.08,0.101,0.228,0.311,0.455,0.583,0.15,0.19,0.43,0.6,0.88,1.15,0.08,0.1,0.21,0.3,0.45,0.6,0.04,0.05,0.11,0.16,0.24,0.31,0.03,0.03,0.07,0.09,0.14,0.18
21.94405,40.72211,0.094,0.119,0.279,0.395,0.594,0.765,0.18,0.23,0.53,0.74,1.13,1.49,0.1,0.13,0.28,0.4,0.61,0.8,0.06,0.07,0.15,0.22,0.33,0.43,0.04,0.04,0.09,0.13,0.2,0.26
21.94405,40.67211,0.082,0.102,0.245,0.334,0.47,0.596,0.16,0.2,0.46,0.63,0.9,1.16,0.08,0.1,0.23,0.32,0.47,0.61,0.05,0.06,0.12,0.17,0.25,0.33,0.03,0.03,0.07,0.1,0.15,0.2
21.94405,40.62211,0.087,0.109,0.265,0.368,0.54,0.72,0.17,0.21,0.5,0.7,1.01,1.33,0.09,0.11,0.26,0.36,0.53,0.7,0.05,0.06,0.14,0.19,0.29,0.37,0.03,0.04,0.08,0.12,0.17,0.22
21.94405,40.57211,0.08,0.098,0.229,0.321,0.455,0.572,0.16,0.19,0.44,0.62,0.87,1.11,0.08,0.1,0.22,0.31,0.45,0.57,0.05,0.06,0.12,0.16,0.24,0.31,0.03,0.03,0.07,0.1,0.14,0.18
21.94405,40.52211,0.085,0.104,0.245,0.349,0.51,0.67,0.17,0.2,0.47,0.66,0.96,1.23,0.09,0.11,0.25,0.35,0.5,0.65,0.05,0.06,0.13,0.19,0.27,0.34,0.03,0.04,0.08,0.11,0.16,0.21
21.94405,40.47211,0.078,0.095,0.214,0.299,0.43,0.548,0.15,0.18,0.41,0.58,0.83,1.07,0.08,0.09,0.21,0.3,0.43,0.55,0.04,0.05,0.11,0.16,0.23,0.29,0.03,0.03,0.07,0.1,0.14,0.18
21.94405,40.42211,0.076,0.092,0.219,0.313,0.456,0.599,0.14,0.18,0.41,0.58,0.84,1.09,0.07,0.09,0.2,0.29,0.42,0.54,0.04,0.05,0.11,0.15,0.22,0.28,0.03,0.03,0.06,0.09,0.13,0.17
21.94405,40.37211,0.104,0.128,0.3,0.422,0.599,0.759,0.21,0.26,0.61,0.85,1.22,1.56,0.13,0.15,0.35,0.5,0.73,0.95,0.07,0.09,0.2,0.28,0.41,0.54,0.05,0.06,0.12,0.17,0.26,0.33
21.94405,40.32211,0.086,0.106,0.263,0.374,0.565,0.723,0.17,0.2,0.5,0.7,1.1,1.4,0.09,0.11,0.25,0.36,0.57,0.74,0.05,0.06,0.14,0.19,0.3,0.41,0.03,0.04,0.08,0.12,0.18,0.24
21.94405,40.27211,0.095,0.119,0.285,0.403,0.6,0.762,0.19,0.23,0.55,0.79,1.22,1.58,0.1,0.13,0.29,0.43,0.7,0.96,0.06,0.07,0.16,0.24,0.38,0.52,0.04,0.05,0.1,0.15,0.23,0.31
21.94405,40.22211,0.118,0.148,0.365,0.541,0.763,0.941,0.24,0.29,0.7,1.08,1.6,2.23,0.15,0.18,0.41,0.62,1.02,1.38,0.09,0.1,0.23,0.35,0.57,0.77,0.06,0.07,0.15,0.22,0.36,0.48
21.94405,40.17211,0.095,0.119,0.281,0.408,0.59,0.738,0.18,0.23,0.53,0.79,1.21,1.65,0.1,0.12,0.28,0.41,0.68,0.92,0.06,0.07,0.15,0.22,0.37,0.5,0.04,0.04,0.09,0.14,0.22,0.3
21.94405,40.12211,0.087,0.109,0.265,0.385,0.537,0.661,0.16,0.2,0.48,0.72,1.03,1.35,0.08,0.1,0.23,0.35,0.55,0.72,0.05,0.06,0.12,0.18,0.29,0.38,0.03,0.03,0.08,0.11,0.17,0.23
21.94405,40.07211,0.101,0.125,0.284,0.396,0.577,0.74,0.19,0.24,0.55,0.77,1.15,1.5,0.11,0.13,0.29,0.41,0.63,0.83,0.06,0.07,0.16,0.23,0.34,0.45,0.04,0.05,0.1,0.14,0.21,0.27
